"State","County","Deaths","Population","CrudeRate","PercentOfTotalDeaths"
"Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Howard"", ""Indiana"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[12, ""People""], Quantity[10, ""People""], Quantity[11, ""People""], Quantity[13, ""People""], Quantity[12, ""People""], Quantity[13, ""People""], Quantity[12, ""People""], Quantity[12, ""People""], Quantity[14, ""People""]}}, {{{3155673600, 3187296000, 3281904000, 3345062400, 3376598400, 3439756800, 3471292800, 3502828800, 3534364800}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[84964, ""People""], Quantity[84909, ""People""], Quantity[84291, ""People""], Quantity[83943, ""People""], Quantity[83743, ""People""], Quantity[82701, ""People""], Quantity[82752, ""People""], Quantity[82800, ""People""], Quantity[82849, ""People""]}}, {{{3155673600, 3187296000, 3281904000, 3345062400, 3376598400, 3439756800, 3471292800, 3502828800, 3534364800}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {{{3155673600, 3187296000, 3281904000, 3345062400, 3376598400, 3439756800, 3471292800, 3502828800, 3534364800}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00232, ""Percent""], Quantity[0.00193, ""Percent""], Quantity[0.00212, ""Percent""], Quantity[0.00251, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.00251, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.0027, ""Percent""]}}, {{{3155673600, 3187296000, 3281904000, 3345062400, 3376598400, 3439756800, 3471292800, 3502828800, 3534364800}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Jefferson"", ""Indiana"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[11, ""People""]}}, {TemporalData`DateSpecification[{2009, 1, 1, 0, 0, 0.}, {2009, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[32558, ""People""]}}, {TemporalData`DateSpecification[{2009, 1, 1, 0, 0, 0.}, {2009, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""]}}, {TemporalData`DateSpecification[{2009, 1, 1, 0, 0, 0.}, {2009, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00212, ""Percent""]}}, {TemporalData`DateSpecification[{2009, 1, 1, 0, 0, 0.}, {2009, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Johnson"", ""Indiana"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[11, ""People""], Quantity[12, ""People""], Quantity[15, ""People""], Quantity[15, ""People""], Quantity[16, ""People""], Quantity[19, ""People""], Quantity[11, ""People""], Quantity[12, ""People""], Quantity[15, ""People""], Quantity[12, ""People""], Quantity[12, ""People""], Quantity[11, ""People""], Quantity[12, ""People""], Quantity[25, ""People""]}}, {{{3124137600, 3155673600, 3187296000, 3218832000, 3281904000, 3313526400, 3345062400, 3376598400, 3408134400, 3439756800, 3471292800, 3502828800, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[113173, ""People""], Quantity[115209, ""People""], Quantity[117843, ""People""], Quantity[120447, ""People""], Quantity[124192, ""People""], Quantity[126769, ""People""], Quantity[130512, ""People""], Quantity[133933, ""People""], Quantity[136933, ""People""], Quantity[138584, ""People""], Quantity[139654, ""People""], Quantity[141656, ""People""], Quantity[143191, ""People""], Quantity[145535, ""People""]}}, {{{3124137600, 3155673600, 3187296000, 3218832000, 3281904000, 3313526400, 3345062400, 3376598400, 3408134400, 3439756800, 3471292800, 3502828800, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {{{3124137600, 3155673600, 3187296000, 3218832000, 3281904000, 3313526400, 3345062400, 3376598400, 3408134400, 3439756800, 3471292800, 3502828800, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00212, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.0029, ""Percent""], Quantity[0.0029, ""Percent""], Quantity[0.00309, ""Percent""], Quantity[0.00367, ""Percent""], Quantity[0.00212, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.0029, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.00212, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.00483, ""Percent""]}}, {{{3124137600, 3155673600, 3187296000, 3218832000, 3281904000, 3313526400, 3345062400, 3376598400, 3408134400, 3439756800, 3471292800, 3502828800, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Knox"", ""Indiana"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[10, ""People""]}}, {TemporalData`DateSpecification[{2013, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[37954, ""People""]}}, {TemporalData`DateSpecification[{2013, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""]}}, {TemporalData`DateSpecification[{2013, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00193, ""Percent""]}}, {TemporalData`DateSpecification[{2013, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Kosciusko"", ""Indiana"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[12, ""People""], Quantity[10, ""People""], Quantity[11, ""People""], Quantity[10, ""People""], Quantity[12, ""People""], Quantity[12, ""People""]}}, {{{3187296000, 3218832000, 3281904000, 3345062400, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[74756, ""People""], Quantity[74861, ""People""], Quantity[75447, ""People""], Quantity[76358, ""People""], Quantity[77609, ""People""], Quantity[77963, ""People""]}}, {{{3187296000, 3218832000, 3281904000, 3345062400, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {{{3187296000, 3218832000, 3281904000, 3345062400, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00232, ""Percent""], Quantity[0.00193, ""Percent""], Quantity[0.00212, ""Percent""], Quantity[0.00193, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.00232, ""Percent""]}}, {{{3187296000, 3218832000, 3281904000, 3345062400, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Lake"", ""Indiana"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[51, ""People""], Quantity[43, ""People""], Quantity[53, ""People""], Quantity[53, ""People""], Quantity[49, ""People""], Quantity[57, ""People""], Quantity[31, ""People""], Quantity[50, ""People""], Quantity[55, ""People""], Quantity[63, ""People""], Quantity[54, ""People""], Quantity[53, ""People""], Quantity[63, ""People""], Quantity[66, ""People""], Quantity[62, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[484792, ""People""], Quantity[484564, ""People""], Quantity[484454, ""People""], Quantity[484520, ""People""], Quantity[485596, ""People""], Quantity[487405, ""People""], Quantity[489530, ""People""], Quantity[491432, ""People""], Quantity[493403, ""People""], Quantity[495479, ""People""], Quantity[495789, ""People""], Quantity[496005, ""People""], Quantity[495558, ""People""], Quantity[493618, ""People""], Quantity[491456, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00985, ""Percent""], Quantity[0.0083, ""Percent""], Quantity[0.01023, ""Percent""], Quantity[0.01023, ""Percent""], Quantity[0.00946, ""Percent""], Quantity[0.01101, ""Percent""], Quantity[0.00599, ""Percent""], Quantity[0.00966, ""Percent""], Quantity[0.01062, ""Percent""], Quantity[0.01217, ""Percent""], Quantity[0.01043, ""Percent""], Quantity[0.01023, ""Percent""], Quantity[0.01217, ""Percent""], Quantity[0.01274, ""Percent""], Quantity[0.01197, ""Percent""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","Failure[""InterpretationFailure"", <|""MessageTemplate"" :> Interpreter::semantictype, ""MessageParameters"" -> <|""Type"" -> ""administrative division"", ""Input"" -> ""La Porte County, IN""|>, ""Type"" -> ""AdministrativeDivision"", ""Input"" -> ""La Porte County, IN""|>]","TemporalData[TimeSeries, {{{Quantity[10, ""People""], Quantity[26, ""People""], Quantity[10, ""People""], Quantity[18, ""People""], Quantity[13, ""People""], Quantity[15, ""People""], Quantity[13, ""People""], Quantity[15, ""People""], Quantity[15, ""People""], Quantity[15, ""People""], Quantity[17, ""People""], Quantity[19, ""People""], Quantity[21, ""People""], Quantity[20, ""People""]}}, {{{3124137600, 3155673600, 3218832000, 3250368000, 3281904000, 3313526400, 3345062400, 3376598400, 3408134400, 3439756800, 3471292800, 3502828800, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[110028, ""People""], Quantity[110106, ""People""], Quantity[109555, ""People""], Quantity[109027, ""People""], Quantity[108914, ""People""], Quantity[109541, ""People""], Quantity[109641, ""People""], Quantity[110846, ""People""], Quantity[111267, ""People""], Quantity[111465, ""People""], Quantity[111467, ""People""], Quantity[111374, ""People""], Quantity[111246, ""People""], Quantity[111281, ""People""]}}, {{{3124137600, 3155673600, 3218832000, 3250368000, 3281904000, 3313526400, 3345062400, 3376598400, 3408134400, 3439756800, 3471292800, 3502828800, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {{{3124137600, 3155673600, 3218832000, 3250368000, 3281904000, 3313526400, 3345062400, 3376598400, 3408134400, 3439756800, 3471292800, 3502828800, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00193, ""Percent""], Quantity[0.00502, ""Percent""], Quantity[0.00193, ""Percent""], Quantity[0.00348, ""Percent""], Quantity[0.00251, ""Percent""], Quantity[0.0029, ""Percent""], Quantity[0.00251, ""Percent""], Quantity[0.0029, ""Percent""], Quantity[0.0029, ""Percent""], Quantity[0.0029, ""Percent""], Quantity[0.00328, ""Percent""], Quantity[0.00367, ""Percent""], Quantity[0.00406, ""Percent""], Quantity[0.00386, ""Percent""]}}, {{{3124137600, 3155673600, 3218832000, 3250368000, 3281904000, 3313526400, 3345062400, 3376598400, 3408134400, 3439756800, 3471292800, 3502828800, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Madison"", ""Indiana"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[17, ""People""], Quantity[25, ""People""], Quantity[23, ""People""], Quantity[16, ""People""], Quantity[17, ""People""], Quantity[21, ""People""], Quantity[24, ""People""], Quantity[20, ""People""], Quantity[12, ""People""], Quantity[29, ""People""], Quantity[24, ""People""], Quantity[26, ""People""], Quantity[27, ""People""], Quantity[22, ""People""], Quantity[20, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[133334, ""People""], Quantity[133358, ""People""], Quantity[132920, ""People""], Quantity[132433, ""People""], Quantity[131740, ""People""], Quantity[131366, ""People""], Quantity[130871, ""People""], Quantity[131240, ""People""], Quantity[131203, ""People""], Quantity[131537, ""People""], Quantity[131599, ""People""], Quantity[131636, ""People""], Quantity[131235, ""People""], Quantity[130348, ""People""], Quantity[130482, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00328, ""Percent""], Quantity[0.00483, ""Percent""], Quantity[0.00444, ""Percent""], Quantity[0.00309, ""Percent""], Quantity[0.00328, ""Percent""], Quantity[0.00406, ""Percent""], Quantity[0.00463, ""Percent""], Quantity[0.00386, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.0056, ""Percent""], Quantity[0.00463, ""Percent""], Quantity[0.00502, ""Percent""], Quantity[0.00521, ""Percent""], Quantity[0.00425, ""Percent""], Quantity[0.00386, ""Percent""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Marion"", ""Indiana"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[114, ""People""], Quantity[101, ""People""], Quantity[104, ""People""], Quantity[110, ""People""], Quantity[106, ""People""], Quantity[108, ""People""], Quantity[90, ""People""], Quantity[114, ""People""], Quantity[114, ""People""], Quantity[137, ""People""], Quantity[121, ""People""], Quantity[117, ""People""], Quantity[130, ""People""], Quantity[131, ""People""], Quantity[150, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[857461, ""People""], Quantity[860454, ""People""], Quantity[865662, ""People""], Quantity[866210, ""People""], Quantity[868576, ""People""], Quantity[870378, ""People""], Quantity[873310, ""People""], Quantity[878515, ""People""], Quantity[883591, ""People""], Quantity[889504, ""People""], Quantity[898394, ""People""], Quantity[903393, ""People""], Quantity[911296, ""People""], Quantity[918977, ""People""], Quantity[928281, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.02201, ""Percent""], Quantity[0.0195, ""Percent""], Quantity[0.02008, ""Percent""], Quantity[0.02124, ""Percent""], Quantity[0.02047, ""Percent""], Quantity[0.02086, ""Percent""], Quantity[0.01738, ""Percent""], Quantity[0.02201, ""Percent""], Quantity[0.02201, ""Percent""], Quantity[0.02646, ""Percent""], Quantity[0.02337, ""Percent""], Quantity[0.02259, ""Percent""], Quantity[0.0251, ""Percent""], Quantity[0.0253, ""Percent""], Quantity[0.02897, ""Percent""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Marshall"", ""Indiana"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[11, ""People""]}}, {TemporalData`DateSpecification[{2000, 1, 1, 0, 0, 0.}, {2000, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[45128, ""People""]}}, {TemporalData`DateSpecification[{2000, 1, 1, 0, 0, 0.}, {2000, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""]}}, {TemporalData`DateSpecification[{2000, 1, 1, 0, 0, 0.}, {2000, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00212, ""Percent""]}}, {TemporalData`DateSpecification[{2000, 1, 1, 0, 0, 0.}, {2000, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]"
